fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240513 041956	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0248433887658585	0.500541549162749	1086	100	10698	62331547.2263868	62
20240513 043736	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1403	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0255299417279074	0.500116539867603	1118	101	12359	62032685.1574213	63
20240513 045701	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	715	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200846221360825	0.759754217600724	1253	381	12493	61235842.5787106	64
20240513 050222	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	229	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0907870244564733	0.560639722024738	721	1100	10066	60266407.796102	65
20240513 051112	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	869	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.430218627786719	0.600806185698157	384	1456	10085	57129647.6761619	66
20240513 052105	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	796	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.282250705776174	0.768944776597739	875	928	11409	59303494.7526237	67
20240513 053201	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	389	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0203451964873818	0.500085548158413	1642	100	12696	62762014.9925037	68
20240513 054236	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	389	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0203451964873818	0.500085548158413	1642	100	12696	62762014.9925037	69
20240513 054835	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1120	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0713244471189671	0.752989484094319	28	1289	12400	60391004.4977511	70
20240513 055341	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	325	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0961336290623888	0.802978703208726	148	1772	12052	58879082.4587706	71
20240513 055535	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.396352034328567	0.589725462825991	75	257	15282	52419907.0464768	72
